# id	 time	 x	 v
0	   0.000	   0.446	   0.000
1	   0.000	   1.038	   0.000
2	   0.000	   1.730	   0.000
3	   0.000	   2.422	   0.000
4	   0.000	   3.114	   0.000
5	   0.000	   3.806	   0.000
6	   0.000	   4.498	   0.000
7	   0.000	   5.190	   0.000
8	   0.000	   5.882	   0.000
9	   0.000	   6.574	   0.000
10	   0.000	   7.266	   0.000
11	   0.000	   7.958	   0.000
12	   0.000	   8.650	   0.000
13	   0.000	   9.342	   0.000
14	   0.000	  10.034	   0.000
15	   0.000	  10.726	   0.000
16	   0.000	  11.418	   0.000
17	   0.000	  12.110	   0.000
18	   0.000	  12.802	   0.000
19	   0.000	  13.494	   0.000
20	   0.000	  14.186	   0.000
21	   0.000	  14.878	   0.000
22	   0.000	  15.570	   0.000
23	   0.000	  16.262	   0.000
24	   0.000	  16.954	   0.000
0	   0.125	   0.459	   0.181
1	   0.125	   1.052	   0.201
2	   0.125	   1.744	   0.201
3	   0.125	   2.436	   0.201
4	   0.125	   3.128	   0.201
5	   0.125	   3.820	   0.201
6	   0.125	   4.512	   0.201
7	   0.125	   5.204	   0.201
8	   0.125	   5.896	   0.201
9	   0.125	   6.588	   0.201
10	   0.125	   7.280	   0.201
11	   0.125	   7.972	   0.201
12	   0.125	   8.664	   0.201
13	   0.125	   9.356	   0.201
14	   0.125	  10.048	   0.201
15	   0.125	  10.740	   0.201
16	   0.125	  11.432	   0.201
17	   0.125	  12.124	   0.201
18	   0.125	  12.816	   0.201
19	   0.125	  13.508	   0.201
20	   0.125	  14.200	   0.201
21	   0.125	  14.892	   0.201
22	   0.125	  15.584	   0.201
23	   0.125	  16.276	   0.199
24	   0.125	  16.968	   0.217
0	   0.250	   0.486	   0.250
1	   0.250	   1.083	   0.283
2	   0.250	   1.775	   0.283
3	   0.250	   2.467	   0.283
4	   0.250	   3.159	   0.283
5	   0.250	   3.851	   0.283
6	   0.250	   4.543	   0.283
7	   0.250	   5.235	   0.283
8	   0.250	   5.927	   0.283
9	   0.250	   6.619	   0.283
10	   0.250	   7.311	   0.283
11	   0.250	   8.003	   0.283
12	   0.250	   8.695	   0.283
13	   0.250	   9.387	   0.283
14	   0.250	  10.079	   0.283
15	   0.250	  10.771	   0.283
16	   0.250	  11.463	   0.283
17	   0.250	  12.155	   0.283
18	   0.250	  12.847	   0.283
19	   0.250	  13.539	   0.283
20	   0.250	  14.231	   0.283
21	   0.250	  14.923	   0.283
22	   0.250	  15.615	   0.284
23	   0.250	  16.306	   0.278
24	   0.250	  17.003	   0.321
0	   0.375	   0.520	   0.287
1	   0.375	   1.121	   0.326
2	   0.375	   1.813	   0.326
3	   0.375	   2.505	   0.326
4	   0.375	   3.197	   0.326
5	   0.375	   3.889	   0.326
6	   0.375	   4.581	   0.326
7	   0.375	   5.273	   0.326
8	   0.375	   5.965	   0.326
9	   0.375	   6.657	   0.326
10	   0.375	   7.349	   0.326
11	   0.375	   8.041	   0.326
12	   0.375	   8.733	   0.326
13	   0.375	   9.425	   0.326
14	   0.375	  10.117	   0.326
15	   0.375	  10.809	   0.326
16	   0.375	  11.501	   0.326
17	   0.375	  12.193	   0.326
18	   0.375	  12.885	   0.326
19	   0.375	  13.577	   0.326
20	   0.375	  14.269	   0.326
21	   0.375	  14.961	   0.326
22	   0.375	  15.653	   0.327
23	   0.375	  16.344	   0.318
24	   0.375	  17.046	   0.372
0	   0.500	   0.558	   0.309
1	   0.500	   1.163	   0.350
2	   0.500	   1.855	   0.350
3	   0.500	   2.547	   0.350
4	   0.500	   3.239	   0.350
5	   0.500	   3.931	   0.350
6	   0.500	   4.623	   0.350
7	   0.500	   5.315	   0.350
8	   0.500	   6.007	   0.350
9	   0.500	   6.699	   0.350
10	   0.500	   7.391	   0.350
11	   0.500	   8.083	   0.350
12	   0.500	   8.775	   0.350
13	   0.500	   9.467	   0.350
14	   0.500	  10.159	   0.350
15	   0.500	  10.851	   0.350
16	   0.500	  11.543	   0.350
17	   0.500	  12.235	   0.350
18	   0.500	  12.927	   0.350
19	   0.500	  13.619	   0.350
20	   0.500	  14.311	   0.350
21	   0.500	  15.003	   0.350
22	   0.500	  15.696	   0.351
23	   0.500	  16.385	   0.341
24	   0.500	  17.095	   0.398
0	   0.625	   0.597	   0.323
1	   0.625	   1.208	   0.364
2	   0.625	   1.900	   0.364
3	   0.625	   2.592	   0.364
4	   0.625	   3.284	   0.364
5	   0.625	   3.976	   0.364
6	   0.625	   4.668	   0.364
7	   0.625	   5.360	   0.364
8	   0.625	   6.052	   0.364
9	   0.625	   6.744	   0.364
10	   0.625	   7.436	   0.364
11	   0.625	   8.128	   0.364
12	   0.625	   8.820	   0.364
13	   0.625	   9.512	   0.364
14	   0.625	  10.204	   0.364
15	   0.625	  10.896	   0.364
16	   0.625	  11.588	   0.364
17	   0.625	  12.280	   0.364
18	   0.625	  12.972	   0.364
19	   0.625	  13.664	   0.364
20	   0.625	  14.356	   0.364
21	   0.625	  15.048	   0.364
22	   0.625	  15.741	   0.365
23	   0.625	  16.429	   0.356
24	   0.625	  17.145	   0.412
0	   0.750	   0.638	   0.332
1	   0.750	   1.254	   0.373
2	   0.750	   1.946	   0.373
3	   0.750	   2.638	   0.373
4	   0.750	   3.330	   0.373
5	   0.750	   4.022	   0.373
6	   0.750	   4.714	   0.373
7	   0.750	   5.406	   0.373
8	   0.750	   6.098	   0.373
9	   0.750	   6.790	   0.373
10	   0.750	   7.482	   0.373
11	   0.750	   8.174	   0.373
12	   0.750	   8.866	   0.373
13	   0.750	   9.558	   0.373
14	   0.750	  10.250	   0.373
15	   0.750	  10.942	   0.373
16	   0.750	  11.634	   0.373
17	   0.750	  12.326	   0.373
18	   0.750	  13.018	   0.373
19	   0.750	  13.710	   0.373
20	   0.750	  14.402	   0.373
21	   0.750	  15.094	   0.372
22	   0.750	  15.787	   0.374
23	   0.750	  16.474	   0.367
24	   0.750	  17.197	   0.418
0	   0.875	   0.680	   0.339
1	   0.875	   1.301	   0.378
2	   0.875	   1.993	   0.378
3	   0.875	   2.685	   0.378
4	   0.875	   3.377	   0.378
5	   0.875	   4.069	   0.378
6	   0.875	   4.761	   0.378
7	   0.875	   5.453	   0.378
8	   0.875	   6.145	   0.378
9	   0.875	   6.837	   0.378
10	   0.875	   7.529	   0.378
11	   0.875	   8.221	   0.378
12	   0.875	   8.913	   0.378
13	   0.875	   9.605	   0.378
14	   0.875	  10.297	   0.378
15	   0.875	  10.989	   0.378
16	   0.875	  11.681	   0.378
17	   0.875	  12.373	   0.378
18	   0.875	  13.065	   0.378
19	   0.875	  13.757	   0.378
20	   0.875	  14.449	   0.378
21	   0.875	  15.141	   0.378
22	   0.875	  15.834	   0.378
23	   0.875	  16.520	   0.375
24	   0.875	  17.250	   0.420
0	   1.000	   0.723	   0.344
1	   1.000	   1.349	   0.381
2	   1.000	   2.041	   0.381
3	   1.000	   2.733	   0.381
4	   1.000	   3.425	   0.381
5	   1.000	   4.117	   0.381
6	   1.000	   4.809	   0.381
7	   1.000	   5.501	   0.381
8	   1.000	   6.193	   0.381
9	   1.000	   6.885	   0.381
10	   1.000	   7.577	   0.381
11	   1.000	   8.269	   0.381
12	   1.000	   8.961	   0.381
13	   1.000	   9.653	   0.381
14	   1.000	  10.345	   0.381
15	   1.000	  11.037	   0.381
16	   1.000	  11.729	   0.381
17	   1.000	  12.421	   0.381
18	   1.000	  13.113	   0.381
19	   1.000	  13.805	   0.381
20	   1.000	  14.497	   0.381
21	   1.000	  15.188	   0.381
22	   1.000	  15.881	   0.381
23	   1.000	  16.567	   0.381
24	   1.000	  17.302	   0.419
0	   1.125	   0.766	   0.348
1	   1.125	   1.396	   0.383
2	   1.125	   2.088	   0.383
3	   1.125	   2.780	   0.383
4	   1.125	   3.472	   0.383
5	   1.125	   4.164	   0.383
6	   1.125	   4.856	   0.383
7	   1.125	   5.548	   0.383
8	   1.125	   6.240	   0.383
9	   1.125	   6.932	   0.383
10	   1.125	   7.624	   0.383
11	   1.125	   8.316	   0.383
12	   1.125	   9.008	   0.383
13	   1.125	   9.700	   0.383
14	   1.125	  10.392	   0.383
15	   1.125	  11.084	   0.383
16	   1.125	  11.776	   0.383
17	   1.125	  12.468	   0.383
18	   1.125	  13.160	   0.383
19	   1.125	  13.852	   0.383
20	   1.125	  14.544	   0.383
21	   1.125	  15.236	   0.383
22	   1.125	  15.929	   0.382
23	   1.125	  16.615	   0.386
24	   1.125	  17.354	   0.416
0	   1.250	   0.810	   0.351
1	   1.250	   1.444	   0.384
2	   1.250	   2.136	   0.384
3	   1.250	   2.828	   0.384
4	   1.250	   3.520	   0.384
5	   1.250	   4.212	   0.384
6	   1.250	   4.904	   0.384
7	   1.250	   5.596	   0.384
8	   1.250	   6.288	   0.384
9	   1.250	   6.980	   0.384
10	   1.250	   7.672	   0.384
11	   1.250	   8.364	   0.384
12	   1.250	   9.056	   0.384
13	   1.250	   9.748	   0.384
14	   1.250	  10.440	   0.384
15	   1.250	  11.132	   0.384
16	   1.250	  11.824	   0.384
17	   1.250	  12.516	   0.384
18	   1.250	  13.208	   0.384
19	   1.250	  13.900	   0.384
20	   1.250	  14.592	   0.384
21	   1.250	  15.284	   0.385
22	   1.250	  15.977	   0.382
23	   1.250	  16.664	   0.390
24	   1.250	  17.406	   0.413
0	   1.375	   0.854	   0.354
1	   1.375	   1.492	   0.385
2	   1.375	   2.184	   0.385
3	   1.375	   2.876	   0.385
4	   1.375	   3.568	   0.385
5	   1.375	   4.260	   0.385
6	   1.375	   4.952	   0.385
7	   1.375	   5.644	   0.385
8	   1.375	   6.336	   0.385
9	   1.375	   7.028	   0.385
10	   1.375	   7.720	   0.385
11	   1.375	   8.412	   0.385
12	   1.375	   9.104	   0.385
13	   1.375	   9.796	   0.385
14	   1.375	  10.488	   0.385
15	   1.375	  11.180	   0.385
16	   1.375	  11.872	   0.385
17	   1.375	  12.564	   0.385
18	   1.375	  13.256	   0.385
19	   1.375	  13.948	   0.385
20	   1.375	  14.640	   0.385
21	   1.375	  15.332	   0.386
22	   1.375	  16.025	   0.382
23	   1.375	  16.713	   0.394
24	   1.375	  17.457	   0.409
0	   1.500	   0.898	   0.357
1	   1.500	   1.541	   0.386
2	   1.500	   2.233	   0.386
3	   1.500	   2.925	   0.386
4	   1.500	   3.617	   0.386
5	   1.500	   4.309	   0.386
6	   1.500	   5.001	   0.386
7	   1.500	   5.693	   0.386
8	   1.500	   6.385	   0.386
9	   1.500	   7.077	   0.386
10	   1.500	   7.769	   0.386
11	   1.500	   8.461	   0.386
12	   1.500	   9.153	   0.386
13	   1.500	   9.845	   0.386
14	   1.500	  10.537	   0.386
15	   1.500	  11.229	   0.386
16	   1.500	  11.921	   0.386
17	   1.500	  12.613	   0.386
18	   1.500	  13.305	   0.386
19	   1.500	  13.997	   0.386
20	   1.500	  14.689	   0.386
21	   1.500	  15.381	   0.386
22	   1.500	  16.072	   0.382
23	   1.500	  16.762	   0.397
24	   1.500	  17.508	   0.405
0	   1.625	   0.943	   0.359
1	   1.625	   1.589	   0.386
2	   1.625	   2.281	   0.386
3	   1.625	   2.973	   0.386
4	   1.625	   3.665	   0.386
5	   1.625	   4.357	   0.386
6	   1.625	   5.049	   0.386
7	   1.625	   5.741	   0.386
8	   1.625	   6.433	   0.386
9	   1.625	   7.125	   0.386
10	   1.625	   7.817	   0.386
11	   1.625	   8.509	   0.386
12	   1.625	   9.201	   0.386
13	   1.625	   9.893	   0.386
14	   1.625	  10.585	   0.386
15	   1.625	  11.277	   0.386
16	   1.625	  11.969	   0.386
17	   1.625	  12.661	   0.386
18	   1.625	  13.353	   0.386
19	   1.625	  14.045	   0.386
20	   1.625	  14.737	   0.386
21	   1.625	  15.429	   0.387
22	   1.625	  16.120	   0.382
23	   1.625	  16.812	   0.400
24	   1.625	  17.559	   0.402
0	   1.750	   0.988	   0.361
1	   1.750	   1.637	   0.386
2	   1.750	   2.329	   0.386
3	   1.750	   3.021	   0.386
4	   1.750	   3.713	   0.386
5	   1.750	   4.405	   0.386
6	   1.750	   5.097	   0.386
7	   1.750	   5.789	   0.386
8	   1.750	   6.481	   0.386
9	   1.750	   7.173	   0.386
10	   1.750	   7.865	   0.386
11	   1.750	   8.557	   0.386
12	   1.750	   9.249	   0.386
13	   1.750	   9.941	   0.386
14	   1.750	  10.633	   0.386
15	   1.750	  11.325	   0.386
16	   1.750	  12.017	   0.386
17	   1.750	  12.709	   0.386
18	   1.750	  13.401	   0.386
19	   1.750	  14.093	   0.386
20	   1.750	  14.785	   0.386
21	   1.750	  15.477	   0.387
22	   1.750	  16.168	   0.382
23	   1.750	  16.862	   0.402
24	   1.750	  17.609	   0.398
0	   1.875	   1.033	   0.363
1	   1.875	   1.685	   0.386
2	   1.875	   2.377	   0.386
3	   1.875	   3.069	   0.386
4	   1.875	   3.761	   0.386
5	   1.875	   4.453	   0.386
6	   1.875	   5.145	   0.386
7	   1.875	   5.837	   0.386
8	   1.875	   6.529	   0.386
