# id	 time	 x	 y	 vx	 vy
0	  0.000	  0.575	  1.000	  0.010	  0.010
1	  0.000	  1.724	  1.000	  0.010	  0.010
2	  0.000	  2.874	  1.000	  0.010	  0.010
3	  0.000	  4.023	  1.000	  0.010	  0.010
4	  0.000	  5.172	  1.000	  0.010	  0.010
5	  0.000	  6.322	  1.000	  0.010	  0.010
6	  0.000	  7.471	  1.000	  0.010	  0.010
7	  0.000	  8.621	  1.000	  0.010	  0.010
8	  0.000	  9.770	  1.000	  0.010	  0.010
9	  0.000	 10.920	  1.000	  0.010	  0.010
10	  0.000	 12.069	  1.000	  0.010	  0.010
11	  0.000	 13.218	  1.000	  0.010	  0.010
12	  0.000	 14.368	  1.000	  0.010	  0.010
13	  0.000	 15.517	  1.000	  0.010	  0.010
14	  0.000	 16.667	  1.000	  0.010	  0.010
15	  0.000	 17.816	  1.000	  0.010	  0.010
16	  0.000	 18.966	  1.000	  0.010	  0.010
17	  0.000	 20.115	  1.000	  0.010	  0.010
18	  0.000	 21.264	  1.000	  0.010	  0.010
19	  0.000	 22.414	  1.000	  0.010	  0.010
20	  0.000	 23.563	  1.000	  0.010	  0.010
21	  0.000	 24.713	  1.000	  0.010	  0.010
22	  0.000	 25.862	  1.000	  0.010	  0.010
23	  0.000	 27.011	  1.000	  0.010	  0.010
24	  0.000	 28.161	  1.000	  0.010	  0.010
25	  0.000	 29.310	  1.000	  0.010	  0.010
26	  0.000	 30.460	  1.000	  0.010	  0.010
27	  0.000	 31.609	  1.000	  0.010	  0.010
28	  0.000	 32.759	  1.000	  0.010	  0.010
29	  0.000	 33.908	  1.000	  0.010	  0.010
30	  0.000	 35.057	  1.000	  0.010	  0.010
31	  0.000	 36.207	  1.000	  0.010	  0.010
32	  0.000	 37.356	  1.000	  0.010	  0.010
33	  0.000	 38.506	  1.000	  0.010	  0.010
34	  0.000	 39.655	  1.000	  0.010	  0.010
35	  0.000	 40.805	  1.000	  0.010	  0.010
36	  0.000	 41.954	  1.000	  0.010	  0.010
37	  0.000	 43.103	  1.000	  0.010	  0.010
38	  0.000	 44.253	  1.000	  0.010	  0.010
39	  0.000	 45.402	  1.000	  0.010	  0.010
40	  0.000	 46.552	  1.000	  0.010	  0.010
41	  0.000	 47.701	  1.000	  0.010	  0.010
42	  0.000	 48.851	  1.000	  0.010	  0.010
43	  0.000	 50.000	  1.000	  0.010	  0.010
44	  0.000	 51.149	  1.000	  0.010	  0.010
45	  0.000	 52.299	  1.000	  0.010	  0.010
46	  0.000	 53.448	  1.000	  0.010	  0.010
47	  0.000	 54.598	  1.000	  0.010	  0.010
48	  0.000	 55.747	  1.000	  0.010	  0.010
49	  0.000	 56.897	  1.000	  0.010	  0.010
50	  0.000	 58.046	  1.000	  0.010	  0.010
51	  0.000	 59.195	  1.000	  0.010	  0.010
52	  0.000	 60.345	  1.000	  0.010	  0.010
53	  0.000	 61.494	  1.000	  0.010	  0.010
54	  0.000	 62.644	  1.000	  0.010	  0.010
55	  0.000	 63.793	  1.000	  0.010	  0.010
56	  0.000	 64.943	  1.000	  0.010	  0.010
57	  0.000	 66.092	  1.000	  0.010	  0.010
58	  0.000	 67.241	  1.000	  0.010	  0.010
59	  0.000	 68.391	  1.000	  0.010	  0.010
60	  0.000	 69.540	  1.000	  0.010	  0.010
61	  0.000	 70.690	  1.000	  0.010	  0.010
62	  0.000	 71.839	  1.000	  0.010	  0.010
63	  0.000	 72.989	  1.000	  0.010	  0.010
64	  0.000	 74.138	  1.000	  0.010	  0.010
65	  0.000	 75.287	  1.000	  0.010	  0.010
66	  0.000	 76.437	  1.000	  0.010	  0.010
67	  0.000	 77.586	  1.000	  0.010	  0.010
68	  0.000	 78.736	  1.000	  0.010	  0.010
69	  0.000	 79.885	  1.000	  0.010	  0.010
70	  0.000	 81.034	  1.000	  0.010	  0.010
71	  0.000	 82.184	  1.000	  0.010	  0.010
72	  0.000	 83.333	  1.000	  0.010	  0.010
73	  0.000	 84.483	  1.000	  0.010	  0.010
74	  0.000	 85.632	  1.000	  0.010	  0.010
75	  0.000	 86.782	  1.000	  0.010	  0.010
76	  0.000	 87.931	  1.000	  0.010	  0.010
77	  0.000	 89.080	  1.000	  0.010	  0.010
78	  0.000	 90.230	  1.000	  0.010	  0.010
79	  0.000	 91.379	  1.000	  0.010	  0.010
80	  0.000	 92.529	  1.000	  0.010	  0.010
81	  0.000	 93.678	  1.000	  0.010	  0.010
82	  0.000	 94.828	  1.000	  0.010	  0.010
83	  0.000	 95.977	  1.000	  0.010	  0.010
84	  0.000	 97.126	  1.000	  0.010	  0.010
85	  0.000	 98.276	  1.000	  0.010	  0.010
86	  0.000	 99.425	  1.000	  0.010	  0.010
0	  0.120	  0.569	  1.001	  0.382	  0.008
1	  0.120	  1.718	  1.001	  0.382	  0.008
2	  0.120	  2.868	  1.001	  0.382	  0.008
3	  0.120	  4.017	  1.001	  0.382	  0.008
4	  0.120	  5.166	  1.001	  0.382	  0.008
5	  0.120	  6.316	  1.001	  0.382	  0.008
6	  0.120	  7.465	  1.001	  0.382	  0.008
7	  0.120	  8.615	  1.001	  0.382	  0.008
8	  0.120	  9.764	  1.001	  0.382	  0.008
9	  0.120	 10.914	  1.001	  0.382	  0.008
10	  0.120	 12.063	  1.001	  0.382	  0.008
11	  0.120	 13.212	  1.001	  0.382	  0.008
12	  0.120	 14.362	  1.001	  0.382	  0.008
13	  0.120	 15.511	  1.001	  0.382	  0.008
14	  0.120	 16.661	  1.001	  0.382	  0.008
15	  0.120	 17.810	  1.001	  0.382	  0.008
16	  0.120	 18.960	  1.001	  0.382	  0.008
17	  0.120	 20.109	  1.001	  0.382	  0.008
18	  0.120	 21.258	  1.001	  0.382	  0.008
19	  0.120	 22.408	  1.001	  0.382	  0.008
20	  0.120	 23.557	  1.001	  0.382	  0.008
21	  0.120	 24.707	  1.001	  0.382	  0.008
22	  0.120	 25.856	  1.001	  0.382	  0.008
23	  0.120	 27.006	  1.001	  0.382	  0.008
24	  0.120	 28.155	  1.001	  0.382	  0.008
25	  0.120	 29.304	  1.001	  0.382	  0.008
26	  0.120	 30.454	  1.001	  0.382	  0.008
27	  0.120	 31.603	  1.001	  0.382	  0.008
28	  0.120	 32.753	  1.001	  0.382	  0.008
29	  0.120	 33.902	  1.001	  0.382	  0.008
30	  0.120	 35.052	  1.001	  0.382	  0.008
31	  0.120	 36.201	  1.001	  0.382	  0.008
32	  0.120	 37.350	  1.001	  0.382	  0.008
33	  0.120	 38.500	  1.001	  0.382	  0.008
34	  0.120	 39.649	  1.001	  0.382	  0.008
35	  0.120	 40.799	  1.001	  0.382	  0.008
36	  0.120	 41.948	  1.001	  0.382	  0.008
37	  0.120	 43.097	  1.001	  0.382	  0.008
38	  0.120	 44.247	  1.001	  0.382	  0.008
39	  0.120	 45.396	  1.001	  0.382	  0.008
40	  0.120	 46.546	  1.001	  0.382	  0.008
41	  0.120	 47.695	  1.001	  0.382	  0.008
42	  0.120	 48.845	  1.001	  0.382	  0.008
43	  0.120	 49.994	  1.001	  0.382	  0.008
44	  0.120	 51.143	  1.001	  0.382	  0.008
45	  0.120	 52.293	  1.001	  0.382	  0.008
46	  0.120	 53.442	  1.001	  0.382	  0.008
47	  0.120	 54.592	  1.001	  0.382	  0.008
48	  0.120	 55.741	  1.001	  0.382	  0.008
49	  0.120	 56.891	  1.001	  0.382	  0.008
50	  0.120	 58.040	  1.001	  0.382	  0.008
51	  0.120	 59.189	  1.001	  0.382	  0.008
52	  0.120	 60.339	  1.001	  0.382	  0.008
53	  0.120	 61.488	  1.001	  0.382	  0.008
54	  0.120	 62.638	  1.001	  0.382	  0.008
55	  0.120	 63.787	  1.001	  0.382	  0.008
56	  0.120	 64.937	  1.001	  0.382	  0.008
57	  0.120	 66.086	  1.001	  0.382	  0.008
58	  0.120	 67.235	  1.001	  0.382	  0.008
59	  0.120	 68.385	  1.001	  0.382	  0.008
60	  0.120	 69.534	  1.001	  0.382	  0.008
61	  0.120	 70.684	  1.001	  0.382	  0.008
62	  0.120	 71.833	  1.001	  0.382	  0.008
63	  0.120	 72.983	  1.001	  0.382	  0.008
64	  0.120	 74.132	  1.001	  0.382	  0.008
65	  0.120	 75.281	  1.001	  0.382	  0.008
66	  0.120	 76.431	  1.001	  0.382	  0.008
67	  0.120	 77.580	  1.001	  0.382	  0.008
68	  0.120	 78.730	  1.001	  0.382	  0.008
69	  0.120	 79.879	  1.001	  0.382	  0.008
70	  0.120	 81.029	  1.001	  0.382	  0.008
71	  0.120	 82.178	  1.001	  0.382	  0.008
72	  0.120	 83.327	  1.001	  0.382	  0.008
73	  0.120	 84.477	  1.001	  0.382	  0.008
74	  0.120	 85.626	  1.001	  0.382	  0.008
75	  0.120	 86.776	  1.001	  0.382	  0.008
76	  0.120	 87.925	  1.001	  0.382	  0.008
77	  0.120	 89.074	  1.001	  0.382	  0.008
78	  0.120	 90.224	  1.001	  0.382	  0.008
79	  0.120	 91.373	  1.001	  0.382	  0.008
80	  0.120	 92.523	  1.001	  0.382	  0.008
81	  0.120	 93.672	  1.001	  0.382	  0.008
82	  0.120	 94.822	  1.001	  0.382	  0.008
83	  0.120	 95.971	  1.001	  0.382	  0.008
84	  0.120	 97.120	  1.001	  0.382	  0.008
85	  0.120	 98.270	  1.001	  0.382	  0.008
86	  0.120	 99.419	  1.001	  0.382	  0.008
0	  0.240	  0.576	  1.002	 -0.208	  0.006
1	  0.240	  1.726	  1.002	 -0.217	  0.006
2	  0.240	  2.875	  1.002	 -0.215	  0.006
3	  0.240	  4.025	  1.002	 -0.212	  0.006
4	  0.240	  5.174	  1.002	 -0.213	  0.006
5	  0.240	  6.323	  1.002	 -0.220	  0.006
6	  0.240	  7.473	  1.002	 -0.204	  0.006
7	  0.240	  8.622	  1.002	 -0.224	  0.006
8	  0.240	  9.772	  1.002	 -0.207	  0.006
9	  0.240	 10.921	  1.002	 -0.215	  0.006
10	  0.240	 12.070	  1.002	 -0.217	  0.006
11	  0.240	 13.220	  1.002	 -0.211	  0.006
12	  0.240	 14.369	  1.002	 -0.213	  0.006
13	  0.240	 15.519	  1.002	 -0.219	  0.006
14	  0.240	 16.668	  1.002	 -0.208	  0.006
15	  0.240	 17.818	  1.002	 -0.216	  0.006
16	  0.240	 18.967	  1.002	 -0.215	  0.006
17	  0.240	 20.117	  1.002	 -0.212	  0.006
18	  0.240	 21.266	  1.002	 -0.213	  0.006
19	  0.240	 22.415	  1.002	 -0.220	  0.006
20	  0.240	 23.565	  1.002	 -0.204	  0.006
21	  0.240	 24.714	  1.002	 -0.224	  0.006
22	  0.240	 25.864	  1.002	 -0.207	  0.006
23	  0.240	 27.013	  1.002	 -0.215	  0.006
24	  0.240	 28.162	  1.002	 -0.217	  0.006
25	  0.240	 29.312	  1.002	 -0.211	  0.006
26	  0.240	 30.461	  1.002	 -0.213	  0.006
27	  0.240	 31.611	  1.002	 -0.219	  0.006
28	  0.240	 32.760	  1.002	 -0.208	  0.006
29	  0.240	 33.910	  1.002	 -0.216	  0.006
30	  0.240	 35.059	  1.002	 -0.215	  0.006
31	  0.240	 36.208	  1.002	 -0.211	  0.006
32	  0.240	 37.358	  1.002	 -0.214	  0.006
33	  0.240	 38.507	  1.002	 -0.218	  0.006
34	  0.240	 39.657	  1.002	 -0.206	  0.006
35	  0.240	 40.806	  1.002	 -0.223	  0.006
