# id	 time	 x	 y	 vx	 vy
0	  0.000	  0.694	  1.000	  0.010	  0.010
1	  0.000	  2.083	  1.000	  0.010	  0.010
2	  0.000	  3.472	  1.000	  0.010	  0.010
3	  0.000	  4.861	  1.000	  0.010	  0.010
4	  0.000	  6.250	  1.000	  0.010	  0.010
5	  0.000	  7.639	  1.000	  0.010	  0.010
6	  0.000	  9.028	  1.000	  0.010	  0.010
7	  0.000	 10.417	  1.000	  0.010	  0.010
8	  0.000	 11.806	  1.000	  0.010	  0.010
9	  0.000	 13.194	  1.000	  0.010	  0.010
10	  0.000	 14.583	  1.000	  0.010	  0.010
11	  0.000	 15.972	  1.000	  0.010	  0.010
12	  0.000	 17.361	  1.000	  0.010	  0.010
13	  0.000	 18.750	  1.000	  0.010	  0.010
14	  0.000	 20.139	  1.000	  0.010	  0.010
15	  0.000	 21.528	  1.000	  0.010	  0.010
16	  0.000	 22.917	  1.000	  0.010	  0.010
17	  0.000	 24.306	  1.000	  0.010	  0.010
18	  0.000	 25.694	  1.000	  0.010	  0.010
19	  0.000	 27.083	  1.000	  0.010	  0.010
20	  0.000	 28.472	  1.000	  0.010	  0.010
21	  0.000	 29.861	  1.000	  0.010	  0.010
22	  0.000	 31.250	  1.000	  0.010	  0.010
23	  0.000	 32.639	  1.000	  0.010	  0.010
24	  0.000	 34.028	  1.000	  0.010	  0.010
25	  0.000	 35.417	  1.000	  0.010	  0.010
26	  0.000	 36.806	  1.000	  0.010	  0.010
27	  0.000	 38.194	  1.000	  0.010	  0.010
28	  0.000	 39.583	  1.000	  0.010	  0.010
29	  0.000	 40.972	  1.000	  0.010	  0.010
30	  0.000	 42.361	  1.000	  0.010	  0.010
31	  0.000	 43.750	  1.000	  0.010	  0.010
32	  0.000	 45.139	  1.000	  0.010	  0.010
33	  0.000	 46.528	  1.000	  0.010	  0.010
34	  0.000	 47.917	  1.000	  0.010	  0.010
35	  0.000	 49.306	  1.000	  0.010	  0.010
36	  0.000	 50.694	  1.000	  0.010	  0.010
37	  0.000	 52.083	  1.000	  0.010	  0.010
38	  0.000	 53.472	  1.000	  0.010	  0.010
39	  0.000	 54.861	  1.000	  0.010	  0.010
40	  0.000	 56.250	  1.000	  0.010	  0.010
41	  0.000	 57.639	  1.000	  0.010	  0.010
42	  0.000	 59.028	  1.000	  0.010	  0.010
43	  0.000	 60.417	  1.000	  0.010	  0.010
44	  0.000	 61.806	  1.000	  0.010	  0.010
45	  0.000	 63.194	  1.000	  0.010	  0.010
46	  0.000	 64.583	  1.000	  0.010	  0.010
47	  0.000	 65.972	  1.000	  0.010	  0.010
48	  0.000	 67.361	  1.000	  0.010	  0.010
49	  0.000	 68.750	  1.000	  0.010	  0.010
50	  0.000	 70.139	  1.000	  0.010	  0.010
51	  0.000	 71.528	  1.000	  0.010	  0.010
52	  0.000	 72.917	  1.000	  0.010	  0.010
53	  0.000	 74.306	  1.000	  0.010	  0.010
54	  0.000	 75.694	  1.000	  0.010	  0.010
55	  0.000	 77.083	  1.000	  0.010	  0.010
56	  0.000	 78.472	  1.000	  0.010	  0.010
57	  0.000	 79.861	  1.000	  0.010	  0.010
58	  0.000	 81.250	  1.000	  0.010	  0.010
59	  0.000	 82.639	  1.000	  0.010	  0.010
60	  0.000	 84.028	  1.000	  0.010	  0.010
61	  0.000	 85.417	  1.000	  0.010	  0.010
62	  0.000	 86.806	  1.000	  0.010	  0.010
63	  0.000	 88.194	  1.000	  0.010	  0.010
64	  0.000	 89.583	  1.000	  0.010	  0.010
65	  0.000	 90.972	  1.000	  0.010	  0.010
66	  0.000	 92.361	  1.000	  0.010	  0.010
67	  0.000	 93.750	  1.000	  0.010	  0.010
68	  0.000	 95.139	  1.000	  0.010	  0.010
69	  0.000	 96.528	  1.000	  0.010	  0.010
70	  0.000	 97.917	  1.000	  0.010	  0.010
71	  0.000	 99.306	  1.000	  0.010	  0.010
0	  0.120	  0.699	  1.001	  0.077	  0.008
1	  0.120	  2.088	  1.001	  0.077	  0.008
2	  0.120	  3.477	  1.001	  0.077	  0.008
3	  0.120	  4.866	  1.001	  0.077	  0.008
4	  0.120	  6.255	  1.001	  0.077	  0.008
5	  0.120	  7.644	  1.001	  0.077	  0.008
6	  0.120	  9.033	  1.001	  0.077	  0.008
7	  0.120	 10.422	  1.001	  0.077	  0.008
8	  0.120	 11.811	  1.001	  0.077	  0.008
9	  0.120	 13.199	  1.001	  0.077	  0.008
10	  0.120	 14.588	  1.001	  0.077	  0.008
11	  0.120	 15.977	  1.001	  0.077	  0.008
12	  0.120	 17.366	  1.001	  0.077	  0.008
13	  0.120	 18.755	  1.001	  0.077	  0.008
14	  0.120	 20.144	  1.001	  0.077	  0.008
15	  0.120	 21.533	  1.001	  0.077	  0.008
16	  0.120	 22.922	  1.001	  0.077	  0.008
17	  0.120	 24.311	  1.001	  0.077	  0.008
18	  0.120	 25.699	  1.001	  0.077	  0.008
19	  0.120	 27.088	  1.001	  0.077	  0.008
20	  0.120	 28.477	  1.001	  0.077	  0.008
21	  0.120	 29.866	  1.001	  0.077	  0.008
22	  0.120	 31.255	  1.001	  0.077	  0.008
23	  0.120	 32.644	  1.001	  0.077	  0.008
24	  0.120	 34.033	  1.001	  0.077	  0.008
25	  0.120	 35.422	  1.001	  0.077	  0.008
26	  0.120	 36.811	  1.001	  0.077	  0.008
27	  0.120	 38.199	  1.001	  0.077	  0.008
28	  0.120	 39.588	  1.001	  0.077	  0.008
29	  0.120	 40.977	  1.001	  0.077	  0.008
30	  0.120	 42.366	  1.001	  0.077	  0.008
31	  0.120	 43.755	  1.001	  0.077	  0.008
32	  0.120	 45.144	  1.001	  0.077	  0.008
33	  0.120	 46.533	  1.001	  0.077	  0.008
34	  0.120	 47.922	  1.001	  0.077	  0.008
35	  0.120	 49.311	  1.001	  0.077	  0.008
36	  0.120	 50.699	  1.001	  0.077	  0.008
37	  0.120	 52.088	  1.001	  0.077	  0.008
38	  0.120	 53.477	  1.001	  0.077	  0.008
39	  0.120	 54.866	  1.001	  0.077	  0.008
40	  0.120	 56.255	  1.001	  0.077	  0.008
41	  0.120	 57.644	  1.001	  0.077	  0.008
42	  0.120	 59.033	  1.001	  0.077	  0.008
43	  0.120	 60.422	  1.001	  0.077	  0.008
44	  0.120	 61.811	  1.001	  0.077	  0.008
45	  0.120	 63.199	  1.001	  0.077	  0.008
46	  0.120	 64.588	  1.001	  0.077	  0.008
47	  0.120	 65.977	  1.001	  0.077	  0.008
48	  0.120	 67.366	  1.001	  0.077	  0.008
49	  0.120	 68.755	  1.001	  0.077	  0.008
50	  0.120	 70.144	  1.001	  0.077	  0.008
51	  0.120	 71.533	  1.001	  0.077	  0.008
52	  0.120	 72.922	  1.001	  0.077	  0.008
53	  0.120	 74.311	  1.001	  0.077	  0.008
54	  0.120	 75.699	  1.001	  0.077	  0.008
55	  0.120	 77.088	  1.001	  0.077	  0.008
56	  0.120	 78.477	  1.001	  0.077	  0.008
57	  0.120	 79.866	  1.001	  0.077	  0.008
58	  0.120	 81.255	  1.001	  0.077	  0.008
59	  0.120	 82.644	  1.001	  0.077	  0.008
60	  0.120	 84.033	  1.001	  0.077	  0.008
61	  0.120	 85.422	  1.001	  0.077	  0.008
62	  0.120	 86.811	  1.001	  0.077	  0.008
63	  0.120	 88.199	  1.001	  0.077	  0.008
64	  0.120	 89.588	  1.001	  0.077	  0.008
65	  0.120	 90.977	  1.001	  0.077	  0.008
66	  0.120	 92.366	  1.001	  0.077	  0.008
67	  0.120	 93.755	  1.001	  0.077	  0.008
68	  0.120	 95.144	  1.001	  0.077	  0.008
69	  0.120	 96.533	  1.001	  0.077	  0.008
70	  0.120	 97.922	  1.001	  0.077	  0.008
71	  0.120	 99.311	  1.001	  0.077	  0.008
0	  0.240	  0.712	  1.002	  0.130	  0.006
1	  0.240	  2.101	  1.002	  0.130	  0.006
2	  0.240	  3.490	  1.002	  0.130	  0.006
3	  0.240	  4.878	  1.002	  0.130	  0.006
4	  0.240	  6.267	  1.002	  0.130	  0.006
5	  0.240	  7.656	  1.002	  0.130	  0.006
6	  0.240	  9.045	  1.002	  0.130	  0.006
7	  0.240	 10.434	  1.002	  0.130	  0.006
8	  0.240	 11.823	  1.002	  0.130	  0.006
9	  0.240	 13.212	  1.002	  0.130	  0.006
10	  0.240	 14.601	  1.002	  0.130	  0.006
11	  0.240	 15.990	  1.002	  0.130	  0.006
12	  0.240	 17.378	  1.002	  0.130	  0.006
13	  0.240	 18.767	  1.002	  0.130	  0.006
14	  0.240	 20.156	  1.002	  0.130	  0.006
15	  0.240	 21.545	  1.002	  0.130	  0.006
16	  0.240	 22.934	  1.002	  0.130	  0.006
17	  0.240	 24.323	  1.002	  0.130	  0.006
18	  0.240	 25.712	  1.002	  0.130	  0.006
19	  0.240	 27.101	  1.002	  0.130	  0.006
20	  0.240	 28.490	  1.002	  0.130	  0.006
21	  0.240	 29.878	  1.002	  0.130	  0.006
22	  0.240	 31.267	  1.002	  0.130	  0.006
23	  0.240	 32.656	  1.002	  0.130	  0.006
24	  0.240	 34.045	  1.002	  0.130	  0.006
25	  0.240	 35.434	  1.002	  0.130	  0.006
26	  0.240	 36.823	  1.002	  0.130	  0.006
27	  0.240	 38.212	  1.002	  0.130	  0.006
28	  0.240	 39.601	  1.002	  0.130	  0.006
29	  0.240	 40.990	  1.002	  0.130	  0.006
30	  0.240	 42.378	  1.002	  0.130	  0.006
31	  0.240	 43.767	  1.002	  0.130	  0.006
32	  0.240	 45.156	  1.002	  0.130	  0.006
33	  0.240	 46.545	  1.002	  0.130	  0.006
34	  0.240	 47.934	  1.002	  0.130	  0.006
35	  0.240	 49.323	  1.002	  0.130	  0.006
36	  0.240	 50.712	  1.002	  0.130	  0.006
37	  0.240	 52.101	  1.002	  0.130	  0.006
38	  0.240	 53.490	  1.002	  0.130	  0.006
39	  0.240	 54.878	  1.002	  0.130	  0.006
40	  0.240	 56.267	  1.002	  0.130	  0.006
41	  0.240	 57.656	  1.002	  0.130	  0.006
42	  0.240	 59.045	  1.002	  0.130	  0.006
43	  0.240	 60.434	  1.002	  0.130	  0.006
44	  0.240	 61.823	  1.002	  0.130	  0.006
45	  0.240	 63.212	  1.002	  0.130	  0.006
46	  0.240	 64.601	  1.002	  0.130	  0.006
47	  0.240	 65.990	  1.002	  0.130	  0.006
48	  0.240	 67.378	  1.002	  0.130	  0.006
49	  0.240	 68.767	  1.002	  0.130	  0.006
50	  0.240	 70.156	  1.002	  0.130	  0.006
51	  0.240	 71.545	  1.002	  0.130	  0.006
52	  0.240	 72.934	  1.002	  0.130	  0.006
53	  0.240	 74.323	  1.002	  0.130	  0.006
54	  0.240	 75.712	  1.002	  0.130	  0.006
55	  0.240	 77.101	  1.002	  0.130	  0.006
56	  0.240	 78.490	  1.002	  0.130	  0.006
57	  0.240	 79.878	  1.002	  0.130	  0.006
58	  0.240	 81.267	  1.002	  0.130	  0.006
59	  0.240	 82.656	  1.002	  0.130	  0.006
60	  0.240	 84.045	  1.002	  0.130	  0.006
61	  0.240	 85.434	  1.002	  0.130	  0.006
62	  0.240	 86.823	  1.002	  0.130	  0.006
63	  0.240	 88.212	  1.002	  0.130	  0.006
64	  0.240	 89.601	  1.002	  0.130	  0.006
65	  0.240	 90.990	  1.002	  0.130	  0.006
66	  0.240	 92.378	  1.002	  0.130	  0.006
67	  0.240	 93.767	  1.002	  0.130	  0.006
68	  0.240	 95.156	  1.002	  0.130	  0.006
69	  0.240	 96.545	  1.002	  0.130	  0.006
70	  0.240	 97.934	  1.002	  0.130	  0.006
71	  0.240	 99.323	  1.002	  0.130	  0.006
0	  0.360	  0.730	  1.003	  0.171	  0.005
1	  0.360	  2.119	  1.003	  0.171	  0.005
2	  0.360	  3.507	  1.003	  0.171	  0.005
3	  0.360	  4.896	  1.003	  0.171	  0.005
4	  0.360	  6.285	  1.003	  0.171	  0.005
5	  0.360	  7.674	  1.003	  0.171	  0.005
6	  0.360	  9.063	  1.003	  0.171	  0.005
7	  0.360	 10.452	  1.003	  0.171	  0.005
8	  0.360	 11.841	  1.003	  0.171	  0.005
9	  0.360	 13.230	  1.003	  0.171	  0.005
10	  0.360	 14.619	  1.003	  0.171	  0.005
11	  0.360	 16.007	  1.003	  0.171	  0.005
12	  0.360	 17.396	  1.003	  0.171	  0.005
13	  0.360	 18.785	  1.003	  0.171	  0.005
14	  0.360	 20.174	  1.003	  0.171	  0.005
15	  0.360	 21.563	  1.003	  0.171	  0.005
16	  0.360	 22.952	  1.003	  0.171	  0.005
17	  0.360	 24.341	  1.003	  0.171	  0.005
18	  0.360	 25.730	  1.003	  0.171	  0.005
19	  0.360	 27.119	  1.003	  0.171	  0.005
20	  0.360	 28.507	  1.003	  0.171	  0.005
21	  0.360	 29.896	  1.003	  0.171	  0.005
22	  0.360	 31.285	  1.003	  0.171	  0.005
23	  0.360	 32.674	  1.003	  0.171	  0.005
24	  0.360	 34.063	  1.003	  0.171	  0.005
25	  0.360	 35.452	  1.003	  0.171	  0.005
26	  0.360	 36.841	  1.003	  0.171	  0.005
27	  0.360	 38.230	  1.003	  0.171	  0.005
28	  0.360	 39.619	  1.003	  0.171	  0.005
