# id	 time	 x	 y	 vx	 vy
0	  0.000	  0.538	  1.000	  0.010	  0.010
1	  0.000	  1.613	  1.000	  0.010	  0.010
2	  0.000	  2.688	  1.000	  0.010	  0.010
3	  0.000	  3.763	  1.000	  0.010	  0.010
4	  0.000	  4.839	  1.000	  0.010	  0.010
5	  0.000	  5.914	  1.000	  0.010	  0.010
6	  0.000	  6.989	  1.000	  0.010	  0.010
7	  0.000	  8.065	  1.000	  0.010	  0.010
8	  0.000	  9.140	  1.000	  0.010	  0.010
9	  0.000	 10.215	  1.000	  0.010	  0.010
10	  0.000	 11.290	  1.000	  0.010	  0.010
11	  0.000	 12.366	  1.000	  0.010	  0.010
12	  0.000	 13.441	  1.000	  0.010	  0.010
13	  0.000	 14.516	  1.000	  0.010	  0.010
14	  0.000	 15.591	  1.000	  0.010	  0.010
15	  0.000	 16.667	  1.000	  0.010	  0.010
16	  0.000	 17.742	  1.000	  0.010	  0.010
17	  0.000	 18.817	  1.000	  0.010	  0.010
18	  0.000	 19.892	  1.000	  0.010	  0.010
19	  0.000	 20.968	  1.000	  0.010	  0.010
20	  0.000	 22.043	  1.000	  0.010	  0.010
21	  0.000	 23.118	  1.000	  0.010	  0.010
22	  0.000	 24.194	  1.000	  0.010	  0.010
23	  0.000	 25.269	  1.000	  0.010	  0.010
24	  0.000	 26.344	  1.000	  0.010	  0.010
25	  0.000	 27.419	  1.000	  0.010	  0.010
26	  0.000	 28.495	  1.000	  0.010	  0.010
27	  0.000	 29.570	  1.000	  0.010	  0.010
28	  0.000	 30.645	  1.000	  0.010	  0.010
29	  0.000	 31.720	  1.000	  0.010	  0.010
30	  0.000	 32.796	  1.000	  0.010	  0.010
31	  0.000	 33.871	  1.000	  0.010	  0.010
32	  0.000	 34.946	  1.000	  0.010	  0.010
33	  0.000	 36.022	  1.000	  0.010	  0.010
34	  0.000	 37.097	  1.000	  0.010	  0.010
35	  0.000	 38.172	  1.000	  0.010	  0.010
36	  0.000	 39.247	  1.000	  0.010	  0.010
37	  0.000	 40.323	  1.000	  0.010	  0.010
38	  0.000	 41.398	  1.000	  0.010	  0.010
39	  0.000	 42.473	  1.000	  0.010	  0.010
40	  0.000	 43.548	  1.000	  0.010	  0.010
41	  0.000	 44.624	  1.000	  0.010	  0.010
42	  0.000	 45.699	  1.000	  0.010	  0.010
43	  0.000	 46.774	  1.000	  0.010	  0.010
44	  0.000	 47.849	  1.000	  0.010	  0.010
45	  0.000	 48.925	  1.000	  0.010	  0.010
46	  0.000	 50.000	  1.000	  0.010	  0.010
47	  0.000	 51.075	  1.000	  0.010	  0.010
48	  0.000	 52.151	  1.000	  0.010	  0.010
49	  0.000	 53.226	  1.000	  0.010	  0.010
50	  0.000	 54.301	  1.000	  0.010	  0.010
51	  0.000	 55.376	  1.000	  0.010	  0.010
52	  0.000	 56.452	  1.000	  0.010	  0.010
53	  0.000	 57.527	  1.000	  0.010	  0.010
54	  0.000	 58.602	  1.000	  0.010	  0.010
55	  0.000	 59.677	  1.000	  0.010	  0.010
56	  0.000	 60.753	  1.000	  0.010	  0.010
57	  0.000	 61.828	  1.000	  0.010	  0.010
58	  0.000	 62.903	  1.000	  0.010	  0.010
59	  0.000	 63.978	  1.000	  0.010	  0.010
60	  0.000	 65.054	  1.000	  0.010	  0.010
61	  0.000	 66.129	  1.000	  0.010	  0.010
62	  0.000	 67.204	  1.000	  0.010	  0.010
63	  0.000	 68.280	  1.000	  0.010	  0.010
64	  0.000	 69.355	  1.000	  0.010	  0.010
65	  0.000	 70.430	  1.000	  0.010	  0.010
66	  0.000	 71.505	  1.000	  0.010	  0.010
67	  0.000	 72.581	  1.000	  0.010	  0.010
68	  0.000	 73.656	  1.000	  0.010	  0.010
69	  0.000	 74.731	  1.000	  0.010	  0.010
70	  0.000	 75.806	  1.000	  0.010	  0.010
71	  0.000	 76.882	  1.000	  0.010	  0.010
72	  0.000	 77.957	  1.000	  0.010	  0.010
73	  0.000	 79.032	  1.000	  0.010	  0.010
74	  0.000	 80.108	  1.000	  0.010	  0.010
75	  0.000	 81.183	  1.000	  0.010	  0.010
76	  0.000	 82.258	  1.000	  0.010	  0.010
77	  0.000	 83.333	  1.000	  0.010	  0.010
78	  0.000	 84.409	  1.000	  0.010	  0.010
79	  0.000	 85.484	  1.000	  0.010	  0.010
80	  0.000	 86.559	  1.000	  0.010	  0.010
81	  0.000	 87.634	  1.000	  0.010	  0.010
82	  0.000	 88.710	  1.000	  0.010	  0.010
83	  0.000	 89.785	  1.000	  0.010	  0.010
84	  0.000	 90.860	  1.000	  0.010	  0.010
85	  0.000	 91.935	  1.000	  0.010	  0.010
86	  0.000	 93.011	  1.000	  0.010	  0.010
87	  0.000	 94.086	  1.000	  0.010	  0.010
88	  0.000	 95.161	  1.000	  0.010	  0.010
89	  0.000	 96.237	  1.000	  0.010	  0.010
90	  0.000	 97.312	  1.000	  0.010	  0.010
91	  0.000	 98.387	  1.000	  0.010	  0.010
92	  0.000	 99.462	  1.000	  0.010	  0.010
0	  0.120	  0.493	  1.001	  0.460	  0.008
1	  0.120	  1.568	  1.001	  0.460	  0.008
2	  0.120	  2.643	  1.001	  0.460	  0.008
3	  0.120	  3.718	  1.001	  0.460	  0.008
4	  0.120	  4.794	  1.001	  0.460	  0.008
5	  0.120	  5.869	  1.001	  0.460	  0.008
6	  0.120	  6.944	  1.001	  0.460	  0.008
7	  0.120	  8.020	  1.001	  0.460	  0.008
8	  0.120	  9.095	  1.001	  0.460	  0.008
9	  0.120	 10.170	  1.001	  0.460	  0.008
10	  0.120	 11.245	  1.001	  0.460	  0.008
11	  0.120	 12.321	  1.001	  0.460	  0.008
12	  0.120	 13.396	  1.001	  0.460	  0.008
13	  0.120	 14.471	  1.001	  0.460	  0.008
14	  0.120	 15.546	  1.001	  0.460	  0.008
15	  0.120	 16.622	  1.001	  0.460	  0.008
16	  0.120	 17.697	  1.001	  0.460	  0.008
17	  0.120	 18.772	  1.001	  0.460	  0.008
18	  0.120	 19.847	  1.001	  0.460	  0.008
19	  0.120	 20.923	  1.001	  0.460	  0.008
20	  0.120	 21.998	  1.001	  0.460	  0.008
21	  0.120	 23.073	  1.001	  0.460	  0.008
22	  0.120	 24.149	  1.001	  0.460	  0.008
23	  0.120	 25.224	  1.001	  0.460	  0.008
24	  0.120	 26.299	  1.001	  0.460	  0.008
25	  0.120	 27.374	  1.001	  0.460	  0.008
26	  0.120	 28.450	  1.001	  0.460	  0.008
27	  0.120	 29.525	  1.001	  0.460	  0.008
28	  0.120	 30.600	  1.001	  0.460	  0.008
29	  0.120	 31.675	  1.001	  0.460	  0.008
30	  0.120	 32.751	  1.001	  0.460	  0.008
31	  0.120	 33.826	  1.001	  0.460	  0.008
32	  0.120	 34.901	  1.001	  0.460	  0.008
33	  0.120	 35.976	  1.001	  0.460	  0.008
34	  0.120	 37.052	  1.001	  0.460	  0.008
35	  0.120	 38.127	  1.001	  0.460	  0.008
36	  0.120	 39.202	  1.001	  0.460	  0.008
37	  0.120	 40.278	  1.001	  0.460	  0.008
38	  0.120	 41.353	  1.001	  0.460	  0.008
39	  0.120	 42.428	  1.001	  0.460	  0.008
40	  0.120	 43.503	  1.001	  0.460	  0.008
41	  0.120	 44.579	  1.001	  0.460	  0.008
42	  0.120	 45.654	  1.001	  0.460	  0.008
43	  0.120	 46.729	  1.001	  0.460	  0.008
44	  0.120	 47.804	  1.001	  0.460	  0.008
45	  0.120	 48.880	  1.001	  0.460	  0.008
46	  0.120	 49.955	  1.001	  0.460	  0.008
47	  0.120	 51.030	  1.001	  0.460	  0.008
48	  0.120	 52.106	  1.001	  0.460	  0.008
49	  0.120	 53.181	  1.001	  0.460	  0.008
50	  0.120	 54.256	  1.001	  0.460	  0.008
51	  0.120	 55.331	  1.001	  0.460	  0.008
52	  0.120	 56.407	  1.001	  0.460	  0.008
53	  0.120	 57.482	  1.001	  0.460	  0.008
54	  0.120	 58.557	  1.001	  0.460	  0.008
55	  0.120	 59.632	  1.001	  0.460	  0.008
56	  0.120	 60.708	  1.001	  0.460	  0.008
57	  0.120	 61.783	  1.001	  0.460	  0.008
58	  0.120	 62.858	  1.001	  0.460	  0.008
59	  0.120	 63.933	  1.001	  0.460	  0.008
60	  0.120	 65.009	  1.001	  0.460	  0.008
61	  0.120	 66.084	  1.001	  0.460	  0.008
62	  0.120	 67.159	  1.001	  0.460	  0.008
63	  0.120	 68.235	  1.001	  0.460	  0.008
64	  0.120	 69.310	  1.001	  0.460	  0.008
65	  0.120	 70.385	  1.001	  0.460	  0.008
66	  0.120	 71.460	  1.001	  0.460	  0.008
67	  0.120	 72.536	  1.001	  0.460	  0.008
68	  0.120	 73.611	  1.001	  0.460	  0.008
69	  0.120	 74.686	  1.001	  0.460	  0.008
70	  0.120	 75.761	  1.001	  0.460	  0.008
71	  0.120	 76.837	  1.001	  0.460	  0.008
72	  0.120	 77.912	  1.001	  0.460	  0.008
73	  0.120	 78.987	  1.001	  0.460	  0.008
74	  0.120	 80.063	  1.001	  0.460	  0.008
75	  0.120	 81.138	  1.001	  0.460	  0.008
76	  0.120	 82.213	  1.001	  0.460	  0.008
77	  0.120	 83.288	  1.001	  0.460	  0.008
78	  0.120	 84.364	  1.001	  0.460	  0.008
79	  0.120	 85.439	  1.001	  0.460	  0.008
80	  0.120	 86.514	  1.001	  0.460	  0.008
81	  0.120	 87.589	  1.001	  0.460	  0.008
82	  0.120	 88.665	  1.001	  0.460	  0.008
