# id	 time	 x	 y	 vx	 vy
0	  0.000	  1.064	  1.000	  0.010	  0.010
1	  0.000	  3.191	  1.000	  0.010	  0.010
2	  0.000	  5.319	  1.000	  0.010	  0.010
3	  0.000	  7.447	  1.000	  0.010	  0.010
4	  0.000	  9.574	  1.000	  0.010	  0.010
5	  0.000	 11.702	  1.000	  0.010	  0.010
6	  0.000	 13.830	  1.000	  0.010	  0.010
7	  0.000	 15.957	  1.000	  0.010	  0.010
8	  0.000	 18.085	  1.000	  0.010	  0.010
9	  0.000	 20.213	  1.000	  0.010	  0.010
10	  0.000	 22.340	  1.000	  0.010	  0.010
11	  0.000	 24.468	  1.000	  0.010	  0.010
12	  0.000	 26.596	  1.000	  0.010	  0.010
13	  0.000	 28.723	  1.000	  0.010	  0.010
14	  0.000	 30.851	  1.000	  0.010	  0.010
15	  0.000	 32.979	  1.000	  0.010	  0.010
16	  0.000	 35.106	  1.000	  0.010	  0.010
17	  0.000	 37.234	  1.000	  0.010	  0.010
18	  0.000	 39.362	  1.000	  0.010	  0.010
19	  0.000	 41.489	  1.000	  0.010	  0.010
20	  0.000	 43.617	  1.000	  0.010	  0.010
21	  0.000	 45.745	  1.000	  0.010	  0.010
22	  0.000	 47.872	  1.000	  0.010	  0.010
23	  0.000	 50.000	  1.000	  0.010	  0.010
24	  0.000	 52.128	  1.000	  0.010	  0.010
25	  0.000	 54.255	  1.000	  0.010	  0.010
26	  0.000	 56.383	  1.000	  0.010	  0.010
27	  0.000	 58.511	  1.000	  0.010	  0.010
28	  0.000	 60.638	  1.000	  0.010	  0.010
29	  0.000	 62.766	  1.000	  0.010	  0.010
30	  0.000	 64.894	  1.000	  0.010	  0.010
31	  0.000	 67.021	  1.000	  0.010	  0.010
32	  0.000	 69.149	  1.000	  0.010	  0.010
33	  0.000	 71.277	  1.000	  0.010	  0.010
34	  0.000	 73.404	  1.000	  0.010	  0.010
35	  0.000	 75.532	  1.000	  0.010	  0.010
36	  0.000	 77.660	  1.000	  0.010	  0.010
37	  0.000	 79.787	  1.000	  0.010	  0.010
38	  0.000	 81.915	  1.000	  0.010	  0.010
39	  0.000	 84.043	  1.000	  0.010	  0.010
40	  0.000	 86.170	  1.000	  0.010	  0.010
41	  0.000	 88.298	  1.000	  0.010	  0.010
42	  0.000	 90.426	  1.000	  0.010	  0.010
43	  0.000	 92.553	  1.000	  0.010	  0.010
44	  0.000	 94.681	  1.000	  0.010	  0.010
45	  0.000	 96.809	  1.000	  0.010	  0.010
46	  0.000	 98.936	  1.000	  0.010	  0.010
0	  0.120	  1.083	  1.001	  0.331	  0.008
1	  0.120	  3.211	  1.001	  0.331	  0.008
2	  0.120	  5.339	  1.001	  0.331	  0.008
3	  0.120	  7.466	  1.001	  0.331	  0.008
4	  0.120	  9.594	  1.001	  0.331	  0.008
5	  0.120	 11.722	  1.001	  0.331	  0.008
6	  0.120	 13.849	  1.001	  0.331	  0.008
7	  0.120	 15.977	  1.001	  0.331	  0.008
8	  0.120	 18.105	  1.001	  0.331	  0.008
9	  0.120	 20.232	  1.001	  0.331	  0.008
10	  0.120	 22.360	  1.001	  0.331	  0.008
11	  0.120	 24.488	  1.001	  0.331	  0.008
12	  0.120	 26.615	  1.001	  0.331	  0.008
13	  0.120	 28.743	  1.001	  0.331	  0.008
14	  0.120	 30.871	  1.001	  0.331	  0.008
15	  0.120	 32.998	  1.001	  0.331	  0.008
16	  0.120	 35.126	  1.001	  0.331	  0.008
17	  0.120	 37.254	  1.001	  0.331	  0.008
18	  0.120	 39.381	  1.001	  0.331	  0.008
19	  0.120	 41.509	  1.001	  0.331	  0.008
20	  0.120	 43.637	  1.001	  0.331	  0.008
21	  0.120	 45.764	  1.001	  0.331	  0.008
22	  0.120	 47.892	  1.001	  0.331	  0.008
23	  0.120	 50.020	  1.001	  0.331	  0.008
24	  0.120	 52.147	  1.001	  0.331	  0.008
25	  0.120	 54.275	  1.001	  0.331	  0.008
26	  0.120	 56.403	  1.001	  0.331	  0.008
