# id	 time	 x	 y	 vx	 vy
0	  0.000	  1.000	  1.000	  0.010	  0.010
1	  0.000	  3.000	  1.000	  0.010	  0.010
2	  0.000	  5.000	  1.000	  0.010	  0.010
3	  0.000	  7.000	  1.000	  0.010	  0.010
4	  0.000	  9.000	  1.000	  0.010	  0.010
5	  0.000	 11.000	  1.000	  0.010	  0.010
6	  0.000	 13.000	  1.000	  0.010	  0.010
7	  0.000	 15.000	  1.000	  0.010	  0.010
8	  0.000	 17.000	  1.000	  0.010	  0.010
9	  0.000	 19.000	  1.000	  0.010	  0.010
10	  0.000	 21.000	  1.000	  0.010	  0.010
11	  0.000	 23.000	  1.000	  0.010	  0.010
12	  0.000	 25.000	  1.000	  0.010	  0.010
13	  0.000	 27.000	  1.000	  0.010	  0.010
14	  0.000	 29.000	  1.000	  0.010	  0.010
15	  0.000	 31.000	  1.000	  0.010	  0.010
16	  0.000	 33.000	  1.000	  0.010	  0.010
17	  0.000	 35.000	  1.000	  0.010	  0.010
18	  0.000	 37.000	  1.000	  0.010	  0.010
19	  0.000	 39.000	  1.000	  0.010	  0.010
20	  0.000	 41.000	  1.000	  0.010	  0.010
21	  0.000	 43.000	  1.000	  0.010	  0.010
22	  0.000	 45.000	  1.000	  0.010	  0.010
23	  0.000	 47.000	  1.000	  0.010	  0.010
24	  0.000	 49.000	  1.000	  0.010	  0.010
25	  0.000	 51.000	  1.000	  0.010	  0.010
26	  0.000	 53.000	  1.000	  0.010	  0.010
27	  0.000	 55.000	  1.000	  0.010	  0.010
28	  0.000	 57.000	  1.000	  0.010	  0.010
29	  0.000	 59.000	  1.000	  0.010	  0.010
30	  0.000	 61.000	  1.000	  0.010	  0.010
31	  0.000	 63.000	  1.000	  0.010	  0.010
32	  0.000	 65.000	  1.000	  0.010	  0.010
33	  0.000	 67.000	  1.000	  0.010	  0.010
34	  0.000	 69.000	  1.000	  0.010	  0.010
35	  0.000	 71.000	  1.000	  0.010	  0.010
36	  0.000	 73.000	  1.000	  0.010	  0.010
37	  0.000	 75.000	  1.000	  0.010	  0.010
38	  0.000	 77.000	  1.000	  0.010	  0.010
39	  0.000	 79.000	  1.000	  0.010	  0.010
40	  0.000	 81.000	  1.000	  0.010	  0.010
41	  0.000	 83.000	  1.000	  0.010	  0.010
42	  0.000	 85.000	  1.000	  0.010	  0.010
43	  0.000	 87.000	  1.000	  0.010	  0.010
44	  0.000	 89.000	  1.000	  0.010	  0.010
