# id	 time	 x	 y	 vx	 vy
0	  0.000	  0.617	  1.000	  0.010	  0.010
1	  0.000	  1.852	  1.000	  0.010	  0.010
2	  0.000	  3.086	  1.000	  0.010	  0.010
3	  0.000	  4.321	  1.000	  0.010	  0.010
4	  0.000	  5.556	  1.000	  0.010	  0.010
5	  0.000	  6.790	  1.000	  0.010	  0.010
6	  0.000	  8.025	  1.000	  0.010	  0.010
7	  0.000	  9.259	  1.000	  0.010	  0.010
8	  0.000	 10.494	  1.000	  0.010	  0.010
9	  0.000	 11.728	  1.000	  0.010	  0.010
10	  0.000	 12.963	  1.000	  0.010	  0.010
11	  0.000	 14.198	  1.000	  0.010	  0.010
12	  0.000	 15.432	  1.000	  0.010	  0.010
13	  0.000	 16.667	  1.000	  0.010	  0.010
14	  0.000	 17.901	  1.000	  0.010	  0.010
15	  0.000	 19.136	  1.000	  0.010	  0.010
16	  0.000	 20.370	  1.000	  0.010	  0.010
17	  0.000	 21.605	  1.000	  0.010	  0.010
18	  0.000	 22.840	  1.000	  0.010	  0.010
19	  0.000	 24.074	  1.000	  0.010	  0.010
20	  0.000	 25.309	  1.000	  0.010	  0.010
21	  0.000	 26.543	  1.000	  0.010	  0.010
22	  0.000	 27.778	  1.000	  0.010	  0.010
23	  0.000	 29.012	  1.000	  0.010	  0.010
24	  0.000	 30.247	  1.000	  0.010	  0.010
25	  0.000	 31.481	  1.000	  0.010	  0.010
26	  0.000	 32.716	  1.000	  0.010	  0.010
27	  0.000	 33.951	  1.000	  0.010	  0.010
28	  0.000	 35.185	  1.000	  0.010	  0.010
29	  0.000	 36.420	  1.000	  0.010	  0.010
30	  0.000	 37.654	  1.000	  0.010	  0.010
31	  0.000	 38.889	  1.000	  0.010	  0.010
32	  0.000	 40.123	  1.000	  0.010	  0.010
33	  0.000	 41.358	  1.000	  0.010	  0.010
34	  0.000	 42.593	  1.000	  0.010	  0.010
35	  0.000	 43.827	  1.000	  0.010	  0.010
36	  0.000	 45.062	  1.000	  0.010	  0.010
37	  0.000	 46.296	  1.000	  0.010	  0.010
38	  0.000	 47.531	  1.000	  0.010	  0.010
39	  0.000	 48.765	  1.000	  0.010	  0.010
40	  0.000	 50.000	  1.000	  0.010	  0.010
41	  0.000	 51.235	  1.000	  0.010	  0.010
42	  0.000	 52.469	  1.000	  0.010	  0.010
43	  0.000	 53.704	  1.000	  0.010	  0.010
44	  0.000	 54.938	  1.000	  0.010	  0.010
45	  0.000	 56.173	  1.000	  0.010	  0.010
46	  0.000	 57.407	  1.000	  0.010	  0.010
47	  0.000	 58.642	  1.000	  0.010	  0.010
48	  0.000	 59.877	  1.000	  0.010	  0.010
49	  0.000	 61.111	  1.000	  0.010	  0.010
50	  0.000	 62.346	  1.000	  0.010	  0.010
51	  0.000	 63.580	  1.000	  0.010	  0.010
52	  0.000	 64.815	  1.000	  0.010	  0.010
53	  0.000	 66.049	  1.000	  0.010	  0.010
54	  0.000	 67.284	  1.000	  0.010	  0.010
55	  0.000	 68.519	  1.000	  0.010	  0.010
56	  0.000	 69.753	  1.000	  0.010	  0.010
57	  0.000	 70.988	  1.000	  0.010	  0.010
58	  0.000	 72.222	  1.000	  0.010	  0.010
59	  0.000	 73.457	  1.000	  0.010	  0.010
60	  0.000	 74.691	  1.000	  0.010	  0.010
61	  0.000	 75.926	  1.000	  0.010	  0.010
62	  0.000	 77.160	  1.000	  0.010	  0.010
63	  0.000	 78.395	  1.000	  0.010	  0.010
64	  0.000	 79.630	  1.000	  0.010	  0.010
65	  0.000	 80.864	  1.000	  0.010	  0.010
66	  0.000	 82.099	  1.000	  0.010	  0.010
67	  0.000	 83.333	  1.000	  0.010	  0.010
68	  0.000	 84.568	  1.000	  0.010	  0.010
69	  0.000	 85.802	  1.000	  0.010	  0.010
70	  0.000	 87.037	  1.000	  0.010	  0.010
71	  0.000	 88.272	  1.000	  0.010	  0.010
72	  0.000	 89.506	  1.000	  0.010	  0.010
73	  0.000	 90.741	  1.000	  0.010	  0.010
74	  0.000	 91.975	  1.000	  0.010	  0.010
75	  0.000	 93.210	  1.000	  0.010	  0.010
76	  0.000	 94.444	  1.000	  0.010	  0.010
77	  0.000	 95.679	  1.000	  0.010	  0.010
78	  0.000	 96.914	  1.000	  0.010	  0.010
79	  0.000	 98.148	  1.000	  0.010	  0.010
80	  0.000	 99.383	  1.000	  0.010	  0.010
0	  0.120	  0.622	  1.001	  0.036	  0.008
1	  0.120	  1.856	  1.001	  0.036	  0.008
2	  0.120	  3.091	  1.001	  0.036	  0.008
3	  0.120	  4.326	  1.001	  0.036	  0.008
4	  0.120	  5.560	  1.001	  0.036	  0.008
5	  0.120	  6.795	  1.001	  0.036	  0.008
6	  0.120	  8.029	  1.001	  0.036	  0.008
7	  0.120	  9.264	  1.001	  0.036	  0.008
8	  0.120	 10.498	  1.001	  0.036	  0.008
9	  0.120	 11.733	  1.001	  0.036	  0.008
10	  0.120	 12.968	  1.001	  0.036	  0.008
11	  0.120	 14.202	  1.001	  0.036	  0.008
12	  0.120	 15.437	  1.001	  0.036	  0.008
13	  0.120	 16.671	  1.001	  0.036	  0.008
14	  0.120	 17.906	  1.001	  0.036	  0.008
15	  0.120	 19.140	  1.001	  0.036	  0.008
16	  0.120	 20.375	  1.001	  0.036	  0.008
17	  0.120	 21.609	  1.001	  0.036	  0.008
18	  0.120	 22.844	  1.001	  0.036	  0.008
19	  0.120	 24.079	  1.001	  0.036	  0.008
20	  0.120	 25.313	  1.001	  0.036	  0.008
21	  0.120	 26.548	  1.001	  0.036	  0.008
22	  0.120	 27.782	  1.001	  0.036	  0.008
23	  0.120	 29.017	  1.001	  0.036	  0.008
24	  0.120	 30.251	  1.001	  0.036	  0.008
25	  0.120	 31.486	  1.001	  0.036	  0.008
26	  0.120	 32.721	  1.001	  0.036	  0.008
27	  0.120	 33.955	  1.001	  0.036	  0.008
28	  0.120	 35.190	  1.001	  0.036	  0.008
29	  0.120	 36.424	  1.001	  0.036	  0.008
30	  0.120	 37.659	  1.001	  0.036	  0.008
31	  0.120	 38.893	  1.001	  0.036	  0.008
32	  0.120	 40.128	  1.001	  0.036	  0.008
33	  0.120	 41.363	  1.001	  0.036	  0.008
34	  0.120	 42.597	  1.001	  0.036	  0.008
35	  0.120	 43.832	  1.001	  0.036	  0.008
36	  0.120	 45.066	  1.001	  0.036	  0.008
37	  0.120	 46.301	  1.001	  0.036	  0.008
38	  0.120	 47.535	  1.001	  0.036	  0.008
39	  0.120	 48.770	  1.001	  0.036	  0.008
40	  0.120	 50.005	  1.001	  0.036	  0.008
41	  0.120	 51.239	  1.001	  0.036	  0.008
42	  0.120	 52.474	  1.001	  0.036	  0.008
43	  0.120	 53.708	  1.001	  0.036	  0.008
44	  0.120	 54.943	  1.001	  0.036	  0.008
