# id	 time	 x	 v
0	   0.000	   0.446	   0.000
1	   0.000	   1.038	   0.000
2	   0.000	   1.730	   0.000
3	   0.000	   2.422	   0.000
4	   0.000	   3.114	   0.000
5	   0.000	   3.806	   0.000
6	   0.000	   4.498	   0.000
7	   0.000	   5.190	   0.000
8	   0.000	   5.882	   0.000
9	   0.000	   6.574	   0.000
10	   0.000	   7.266	   0.000
11	   0.000	   7.958	   0.000
12	   0.000	   8.650	   0.000
13	   0.000	   9.342	   0.000
14	   0.000	  10.034	   0.000
15	   0.000	  10.726	   0.000
16	   0.000	  11.418	   0.000
17	   0.000	  12.110	   0.000
18	   0.000	  12.802	   0.000
19	   0.000	  13.494	   0.000
20	   0.000	  14.186	   0.000
21	   0.000	  14.878	   0.000
22	   0.000	  15.570	   0.000
23	   0.000	  16.262	   0.000
24	   0.000	  16.954	   0.000
0	   0.125	   0.452	   0.099
1	   0.125	   1.044	   0.099
2	   0.125	   1.736	   0.099
3	   0.125	   2.428	   0.099
4	   0.125	   3.120	   0.099
5	   0.125	   3.812	   0.099
6	   0.125	   4.504	   0.099
7	   0.125	   5.196	   0.099
8	   0.125	   5.888	   0.099
9	   0.125	   6.580	   0.099
10	   0.125	   7.272	   0.099
11	   0.125	   7.964	   0.099
12	   0.125	   8.656	   0.099
13	   0.125	   9.348	   0.099
14	   0.125	  10.040	   0.099
15	   0.125	  10.732	   0.099
16	   0.125	  11.424	   0.099
17	   0.125	  12.116	   0.099
18	   0.125	  12.808	   0.099
19	   0.125	  13.500	   0.099
20	   0.125	  14.192	   0.099
21	   0.125	  14.884	   0.099
22	   0.125	  15.576	   0.099
23	   0.125	  16.268	   0.099
24	   0.125	  16.960	   0.099
0	   0.250	   0.469	   0.163
1	   0.250	   1.062	   0.178
2	   0.250	   1.754	   0.178
3	   0.250	   2.446	   0.178
4	   0.250	   3.138	   0.178
5	   0.250	   3.830	   0.178
6	   0.250	   4.522	   0.178
7	   0.250	   5.214	   0.178
8	   0.250	   5.906	   0.178
9	   0.250	   6.598	   0.178
10	   0.250	   7.290	   0.178
11	   0.250	   7.982	   0.178
12	   0.250	   8.674	   0.178
13	   0.250	   9.366	   0.178
14	   0.250	  10.058	   0.178
15	   0.250	  10.750	   0.178
16	   0.250	  11.442	   0.178
17	   0.250	  12.134	   0.178
18	   0.250	  12.826	   0.178
19	   0.250	  13.518	   0.178
20	   0.250	  14.210	   0.178
21	   0.250	  14.902	   0.178
22	   0.250	  15.594	   0.178
23	   0.250	  16.286	   0.178
24	   0.250	  16.978	   0.188
0	   0.375	   0.492	   0.203
1	   0.375	   1.087	   0.228
2	   0.375	   1.779	   0.228
3	   0.375	   2.471	   0.228
4	   0.375	   3.163	   0.228
5	   0.375	   3.855	   0.228
6	   0.375	   4.547	   0.228
7	   0.375	   5.239	   0.228
8	   0.375	   5.931	   0.228
9	   0.375	   6.623	   0.228
10	   0.375	   7.315	   0.228
11	   0.375	   8.007	   0.228
12	   0.375	   8.699	   0.228
13	   0.375	   9.391	   0.228
14	   0.375	  10.083	   0.228
15	   0.375	  10.775	   0.228
16	   0.375	  11.467	   0.228
17	   0.375	  12.159	   0.228
18	   0.375	  12.851	   0.228
19	   0.375	  13.543	   0.228
20	   0.375	  14.235	   0.228
21	   0.375	  14.927	   0.228
22	   0.375	  15.619	   0.228
23	   0.375	  16.311	   0.225
24	   0.375	  17.006	   0.251
0	   0.500	   0.519	   0.232
1	   0.500	   1.118	   0.262
2	   0.500	   1.810	   0.262
3	   0.500	   2.502	   0.262
4	   0.500	   3.194	   0.262
5	   0.500	   3.886	   0.262
6	   0.500	   4.578	   0.262
7	   0.500	   5.270	   0.262
8	   0.500	   5.962	   0.262
9	   0.500	   6.654	   0.262
10	   0.500	   7.346	   0.262
11	   0.500	   8.038	   0.262
12	   0.500	   8.730	   0.262
13	   0.500	   9.422	   0.262
14	   0.500	  10.114	   0.262
15	   0.500	  10.806	   0.262
16	   0.500	  11.498	   0.262
17	   0.500	  12.190	   0.262
18	   0.500	  12.882	   0.262
19	   0.500	  13.574	   0.262
20	   0.500	  14.266	   0.262
21	   0.500	  14.958	   0.262
22	   0.500	  15.650	   0.262
23	   0.500	  16.342	   0.258
24	   0.500	  17.040	   0.294
0	   0.625	   0.550	   0.254
1	   0.625	   1.153	   0.288
2	   0.625	   1.845	   0.288
3	   0.625	   2.537	   0.288
4	   0.625	   3.229	   0.288
5	   0.625	   3.921	   0.288
6	   0.625	   4.613	   0.288
7	   0.625	   5.305	   0.288
8	   0.625	   5.997	   0.288
9	   0.625	   6.689	   0.288
10	   0.625	   7.381	   0.288
11	   0.625	   8.073	   0.288
12	   0.625	   8.765	   0.288
13	   0.625	   9.457	   0.288
14	   0.625	  10.149	   0.288
15	   0.625	  10.841	   0.288
16	   0.625	  11.533	   0.288
17	   0.625	  12.225	   0.288
18	   0.625	  12.917	   0.288
19	   0.625	  13.609	   0.288
20	   0.625	  14.301	   0.288
21	   0.625	  14.993	   0.288
22	   0.625	  15.685	   0.288
23	   0.625	  16.375	   0.283
24	   0.625	  17.079	   0.325
0	   0.750	   0.583	   0.272
1	   0.750	   1.190	   0.307
2	   0.750	   1.882	   0.307
3	   0.750	   2.574	   0.307
4	   0.750	   3.266	   0.307
5	   0.750	   3.958	   0.307
6	   0.750	   4.650	   0.307
7	   0.750	   5.342	   0.307
8	   0.750	   6.034	   0.307
9	   0.750	   6.726	   0.307
10	   0.750	   7.418	   0.307
11	   0.750	   8.110	   0.307
12	   0.750	   8.802	   0.307
13	   0.750	   9.494	   0.307
14	   0.750	  10.186	   0.307
15	   0.750	  10.878	   0.307
16	   0.750	  11.570	   0.307
17	   0.750	  12.262	   0.307
18	   0.750	  12.954	   0.307
19	   0.750	  13.646	   0.307
20	   0.750	  14.338	   0.307
21	   0.750	  15.030	   0.307
22	   0.750	  15.722	   0.308
23	   0.750	  16.412	   0.302
24	   0.750	  17.121	   0.347
0	   0.875	   0.617	   0.286
1	   0.875	   1.229	   0.323
2	   0.875	   1.921	   0.323
3	   0.875	   2.613	   0.323
4	   0.875	   3.305	   0.323
5	   0.875	   3.997	   0.323
6	   0.875	   4.689	   0.323
7	   0.875	   5.381	   0.323
8	   0.875	   6.073	   0.323
9	   0.875	   6.765	   0.323
10	   0.875	   7.457	   0.323
11	   0.875	   8.149	   0.323
12	   0.875	   8.841	   0.323
13	   0.875	   9.533	   0.323
14	   0.875	  10.225	   0.323
15	   0.875	  10.917	   0.323
16	   0.875	  11.609	   0.323
17	   0.875	  12.301	   0.323
18	   0.875	  12.993	   0.323
19	   0.875	  13.685	   0.323
20	   0.875	  14.377	   0.323
21	   0.875	  15.069	   0.323
22	   0.875	  15.762	   0.324
23	   0.875	  16.451	   0.317
24	   0.875	  17.165	   0.364
0	   1.000	   0.654	   0.298
1	   1.000	   1.270	   0.335
2	   1.000	   1.962	   0.335
3	   1.000	   2.654	   0.335
4	   1.000	   3.346	   0.335
5	   1.000	   4.038	   0.335
6	   1.000	   4.730	   0.335
7	   1.000	   5.422	   0.335
8	   1.000	   6.114	   0.335
9	   1.000	   6.806	   0.335
10	   1.000	   7.498	   0.335
11	   1.000	   8.190	   0.335
12	   1.000	   8.882	   0.335
13	   1.000	   9.574	   0.335
14	   1.000	  10.266	   0.335
15	   1.000	  10.958	   0.335
16	   1.000	  11.650	   0.335
17	   1.000	  12.342	   0.335
18	   1.000	  13.034	   0.335
19	   1.000	  13.726	   0.335
20	   1.000	  14.418	   0.335
21	   1.000	  15.110	   0.335
22	   1.000	  15.803	   0.336
23	   1.000	  16.491	   0.330
24	   1.000	  17.212	   0.376
0	   1.125	   0.692	   0.308
1	   1.125	   1.313	   0.345
2	   1.125	   2.005	   0.345
3	   1.125	   2.697	   0.345
4	   1.125	   3.389	   0.345
5	   1.125	   4.081	   0.345
6	   1.125	   4.773	   0.345
7	   1.125	   5.465	   0.345
8	   1.125	   6.157	   0.345
9	   1.125	   6.849	   0.345
10	   1.125	   7.541	   0.345
11	   1.125	   8.233	   0.345
12	   1.125	   8.925	   0.345
13	   1.125	   9.617	   0.345
14	   1.125	  10.309	   0.345
15	   1.125	  11.001	   0.345
16	   1.125	  11.693	   0.345
17	   1.125	  12.385	   0.345
18	   1.125	  13.077	   0.345
19	   1.125	  13.769	   0.345
20	   1.125	  14.461	   0.345
21	   1.125	  15.153	   0.345
22	   1.125	  15.845	   0.345
23	   1.125	  16.533	   0.340
24	   1.125	  17.259	   0.385
0	   1.250	   0.731	   0.316
1	   1.250	   1.357	   0.353
2	   1.250	   2.049	   0.353
3	   1.250	   2.741	   0.353
4	   1.250	   3.433	   0.353
5	   1.250	   4.125	   0.353
6	   1.250	   4.817	   0.353
7	   1.250	   5.509	   0.353
8	   1.250	   6.201	   0.353
9	   1.250	   6.893	   0.353
10	   1.250	   7.585	   0.353
11	   1.250	   8.277	   0.353
12	   1.250	   8.969	   0.353
13	   1.250	   9.661	   0.353
14	   1.250	  10.353	   0.353
15	   1.250	  11.045	   0.353
16	   1.250	  11.737	   0.353
17	   1.250	  12.429	   0.353
18	   1.250	  13.121	   0.353
19	   1.250	  13.813	   0.353
20	   1.250	  14.505	   0.353
21	   1.250	  15.196	   0.352
22	   1.250	  15.889	   0.353
23	   1.250	  16.576	   0.350
24	   1.250	  17.308	   0.392
0	   1.375	   0.771	   0.323
1	   1.375	   1.401	   0.359
2	   1.375	   2.093	   0.359
3	   1.375	   2.785	   0.359
4	   1.375	   3.477	   0.359
5	   1.375	   4.169	   0.359
6	   1.375	   4.861	   0.359
7	   1.375	   5.553	   0.359
8	   1.375	   6.245	   0.359
9	   1.375	   6.937	   0.359
10	   1.375	   7.629	   0.359
11	   1.375	   8.321	   0.359
12	   1.375	   9.013	   0.359
13	   1.375	   9.705	   0.359
14	   1.375	  10.397	   0.359
15	   1.375	  11.089	   0.359
16	   1.375	  11.781	   0.359
17	   1.375	  12.473	   0.359
18	   1.375	  13.165	   0.359
19	   1.375	  13.857	   0.359
20	   1.375	  14.549	   0.359
21	   1.375	  15.241	   0.359
22	   1.375	  15.934	   0.359
23	   1.375	  16.620	   0.357
24	   1.375	  17.357	   0.396
0	   1.500	   0.811	   0.329
1	   1.500	   1.446	   0.364
2	   1.500	   2.138	   0.364
3	   1.500	   2.830	   0.364
4	   1.500	   3.522	   0.364
5	   1.500	   4.214	   0.364
6	   1.500	   4.906	   0.364
7	   1.500	   5.598	   0.364
8	   1.500	   6.290	   0.364
9	   1.500	   6.982	   0.364
10	   1.500	   7.674	   0.364
11	   1.500	   8.366	   0.364
12	   1.500	   9.058	   0.364
13	   1.500	   9.750	   0.364
14	   1.500	  10.442	   0.364
15	   1.500	  11.134	   0.364
16	   1.500	  11.826	   0.364
17	   1.500	  12.518	   0.364
18	   1.500	  13.210	   0.364
19	   1.500	  13.902	   0.364
20	   1.500	  14.594	   0.364
21	   1.500	  15.286	   0.364
22	   1.500	  15.979	   0.364
23	   1.500	  16.666	   0.364
24	   1.500	  17.407	   0.399
0	   1.625	   0.853	   0.334
1	   1.625	   1.492	   0.368
2	   1.625	   2.184	   0.368
3	   1.625	   2.876	   0.368
4	   1.625	   3.568	   0.368
5	   1.625	   4.260	   0.368
6	   1.625	   4.952	   0.368
7	   1.625	   5.644	   0.368
8	   1.625	   6.336	   0.368
9	   1.625	   7.028	   0.368
10	   1.625	   7.720	   0.368
11	   1.625	   8.412	   0.368
12	   1.625	   9.104	   0.368
13	   1.625	   9.796	   0.368
14	   1.625	  10.488	   0.368
15	   1.625	  11.180	   0.368
16	   1.625	  11.872	   0.368
17	   1.625	  12.564	   0.368
18	   1.625	  13.256	   0.368
19	   1.625	  13.948	   0.368
20	   1.625	  14.640	   0.368
21	   1.625	  15.332	   0.368
22	   1.625	  16.024	   0.367
23	   1.625	  16.711	   0.370
24	   1.625	  17.457	   0.400
0	   1.750	   0.895	   0.339
1	   1.750	   1.538	   0.371
2	   1.750	   2.230	   0.371
3	   1.750	   2.922	   0.371
4	   1.750	   3.614	   0.371
5	   1.750	   4.306	   0.371
6	   1.750	   4.998	   0.371
7	   1.750	   5.690	   0.371
8	   1.750	   6.382	   0.371
9	   1.750	   7.074	   0.371
10	   1.750	   7.766	   0.371
11	   1.750	   8.458	   0.371
12	   1.750	   9.150	   0.371
13	   1.750	   9.842	   0.371
14	   1.750	  10.534	   0.371
15	   1.750	  11.226	   0.371
16	   1.750	  11.918	   0.371
17	   1.750	  12.610	   0.371
18	   1.750	  13.302	   0.371
19	   1.750	  13.994	   0.371
20	   1.750	  14.686	   0.371
21	   1.750	  15.378	   0.372
22	   1.750	  16.071	   0.370
23	   1.750	  16.758	   0.376
24	   1.750	  17.507	   0.400
0	   1.875	   0.938	   0.343
1	   1.875	   1.585	   0.374
2	   1.875	   2.277	   0.374
3	   1.875	   2.969	   0.374
4	   1.875	   3.661	   0.374
5	   1.875	   4.353	   0.374
6	   1.875	   5.045	   0.374
7	   1.875	   5.737	   0.374
8	   1.875	   6.429	   0.374
