Number of Agents,Test Agent Velocity,Test Agent Density
2,1.3395157135497167,0.5363849245036285
4,1.2258368694012258,0.8284597126128297
6,0.9213323883770376,0.9239104603106156
8,1.2121212121212122,1.932761303586799
10,0.9447674418604651,1.576945354850815
12,1.058631921824104,2.0523825047402613
14,1.0144362075692548,2.3187319119604717
16,0.8937779305603301,2.1824343386244167
18,0.7501442585112521,1.8462040765633623
20,0.7905138339920948,1.8403960284573562
